OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,FIRE_TYPE,IRWINID,MAP_ID,MAP_PROG,ASMNT_TYPE,IG_DATE,PRE_ID,POST_ID,PERIM_ID,DNBR_OFFST,DNBR_STDDV,NODATA_THRESHOLD,GREENNESS_THRESHOLD,LOW_THRESHOLD,MODERATE_THRESHOLD,HIGH_THRESHOLD,COMMENTS,LATITUDE,LONGITUDE,SHAPEAREA,SHAPELEN
20962,33592,AZ3357411024620150616,WHITETAIL,2015,6,16,Wildfire,F6B1B7EE-64A0-4384-AD94-316E8E25A600,25241,MTBS,Initial,20150616,803603720130729,803603720150804,,29,-9999,-970,-150,70,213,400,,33.556,-110.228,0.01319941391331,1.0395556261122
20963,5130,AZ3401111007620150828,PLAYGROUND,2015,8,28,Wildfire,C4F7AB14-ADE4-453F-9926-911E50616E75,25251,MTBS,Extended,20150828,803603620150617,803603620160619,,9,-9999,-970,-150,30,198,400,,34.035,-110.064,0.00202705058943133,0.21436217179543
20964,1399,AZ3417810984320150624,TURKEY,2015,6,24,Wildfire,5FB9389D-1C46-4495-AAF9-47B3FF811215,25246,MTBS,Initial,20150624,803603620140817,803503620150728,,37,-9999,-970,-150,50,200,9999,,34.17,-109.833,0.000553568764959605,0.120579933968531
20965,4613,AZ3419211221720150816,RATTLESNAKE,2015,8,16,Wildfire,D377C57F-2293-4555-B00D-F957DCEC7187,23921,MTBS,Initial,20150816,803703620130906,803703620150912,,-17,-9999,-970,-150,125,400,525,,34.176,-112.222,0.00182559375742182,0.33993869074809
20966,4398,AZ3431611226820150802,SA HILL,2015,8,2,Wildfire,D24BFFA9-03F6-4FD7-92F1-601C88A33D96,25277,MTBS,Initial,20150802,803703620140925,803703620150912,,68,-9999,-970,-150,120,275,480,,34.343,-112.256,0.0017438988307824,0.210874870365135
20967,3853,AZ3449111148820150606,HORSE TANK,2015,6,6,Wildfire,F9095FAA-F48E-4FF7-A990-56392457F11E,25273,MTBS,Initial,20150606,803603620140817,803603620150804,,-2,-9999,-970,-150,40,207,410,,34.475,-111.47,0.00153015796014107,0.291514094328377
20968,4011,AZ3451711200120150702,UNNAMED,2015,7,2,Prescribed Fire,,25281,MTBS,Initial,20150702,803703620150624,803703620150726,,-20,-9999,-970,-150,-10,150,9999,,34.496,-112.015,0.00159348349206768,0.479360651127784
20969,2516,AZ3452811112620150628,REBEL,2015,6,28,Wildfire,C8F7216A-5B54-4D47-9BEF-D409C84014E4,25248,MTBS,Initial,20150628,803603620140817,803603620150804,,12,-9999,-970,-150,50,195,380,,34.495,-111.134,0.000999790834026125,0.23442858639626
20970,2905,AZ3453311121020150731,GENERAL,2015,7,31,Wildfire,646CAA27-A350-4023-A18B-4984FE8889DC,25249,MTBS,Initial,20150731,803603620140902,803703620150912,,-41,-9999,-970,-150,10,180,380,,34.529,-111.195,0.00115456094138914,0.185147028686319
20971,2442,AZ3453611088620150626,ALDER,2015,6,26,Wildfire,B852FC7E-8A16-46A8-B187-84D5EB7486F4,25245,MTBS,Initial,20150626,803603620140817,803603620150804,,61,-9999,-970,-150,90,260,9999,,34.519,-110.89,0.000970582560705965,0.148418251781295
20972,2497,AZ3458211252120150714,RIFLE,2015,7,14,Wildfire,,25287,MTBS,Initial,20150714,803703620140925,803703620151014,,-1,-9999,-970,-150,30,310,9999,,34.563,-112.534,0.000992845162302446,0.227545707749561
20973,6084,AZ3481011454220150808,WILLOW,2015,8,8,Wildfire,344C5159-C881-4C98-99B0-F6197E72ABDB,25253,MTBS,Initial,20150808,803803620150802,803803620150903,,-8,-9999,-970,-150,90,500,825,,34.837,-114.544,0.00242633809368531,0.325264217714107
20974,1118,AZ3487011165920150702,FOX,2015,7,2,Wildfire,FCFF9AC5-FE76-4A20-8307-250AF784BB8B,25275,MTBS,Initial,20150702,803703620140808,803703620150726,,-38,-9999,-970,-150,-30,200,9999,,34.883,-111.666,0.000446288069010666,0.113197422647
20975,24654,AZ3491611139320150614,CAMILLO,2015,6,14,Wildfire,AFF36CD9-F5C5-45B9-96AC-C82597C03D5D,25244,MTBS,Initial,20150614,803603620140817,803603620150804,,4,-9999,-970,-150,50,205,400,,34.851,-111.342,0.00983445935607087,1.10459654863592
20976,2003,AZ3500611188320150717,ECHO,2015,7,17,Wildfire,BB66EB98-A0E5-4198-93C5-91FFE513AC59,25278,MTBS,Initial,20150717,803703620140925,803703620150912,,-17,-9999,-970,-150,10,210,9999,,35.005,-111.863,0.000800382641700697,0.166743461322395
20977,7411,AZ3511111215420150702,SPRINGS,2015,7,2,Wildfire,89896E1B-E6F5-4D77-AE0D-1A60ACB64B20,25276,MTBS,Extended,20150702,803703620140605,803703620160626,,-41,-9999,-970,-150,-10,280,9999,,35.105,-112.145,0.00296552758047625,0.308581809041479
20978,3931,AZ3542611187920150909,BULL,2015,9,9,Wildfire,,25282,MTBS,Initial,20150909,803703620150912,803703620151014,,-48,-9999,-970,-150,10,234,480,,35.411,-111.852,0.00157894742051744,0.294164588649497
20979,1249,AZ3587911183020150731,ROCK,2015,7,31,Wildfire,5EF29265-436B-437E-90C1-C79D8AF0D5EB,25297,MTBS,Extended,20150731,803703520140605,803703520160626,,30,-9999,-970,-150,40,153,310,,35.88,-111.817,0.000504460967506234,0.246704432985429
20980,4421,AZ3587911195320150629,MASON-JAR COMPLEX,2015,6,29,Wildfire,8145BCC0-2EAE-4D0A-A873-88E750CAA75D,25292,MTBS,Initial,20150629,803703520140925,703703520150819,,15,-9999,-970,-150,50,180,9999,,35.862,-111.973,0.0017853993500544,0.225855402280646
20981,4452,AZ3628611317320150624,MOUNT EMMA,2015,6,24,Wildfire,681165D4-70BF-4E81-A024-50C390056D9E,25223,MTBS,Extended,20150624,803803520140527,803803520160601,803803520150818,39,-9999,-970,-150,75,215,400,Perimeter provided NPS. Mapped by EROS for NPS request and mirrored for MTBS mapping.,36.273,-113.16,0.00180724330115736,0.301937972815977
20982,1264,AZ3637611318720150715,HIGH MEADOW,2015,7,15,Wildfire,C7C0F962-069E-4E01-AECA-6D8E4BF13B5B,25755,MTBS,Initial,20150715,803803520140831,803803520150818,,-1,32,-970,-150,50,292,560,,36.376,-113.19,0.000514074849060737,0.146858318014389
20983,3433,AZ3641511228320150615,LOCUST,2015,6,15,Wildfire,639E8C8B-EBCB-4D69-8684-D688EF4127B4,25288,MTBS,Initial,20150615,803803520140628,803703520150710,,13,-9999,-970,-150,20,189,390,,36.416,-112.274,0.00139601947493909,0.201708108915803
20984,4113,AZ3649611235120150705,BURNT COMPLEX,2015,7,5,Wildfire,3584EF75-FE2C-47BB-8328-3F863EF6EC98,25293,MTBS,Initial,20150705,803703520140808,803803520150818,,-24,-9999,-970,-150,20,180,9999,,36.482,-112.335,0.001673885164945,0.210667596305263
20985,1555,CA3336011747220150813,HORNO,2015,8,13,Wildfire,BA594130-16D6-49B6-9A66-342D640535DC,25342,MTBS,Initial,20150813,804003720150731,804003720150816,,22,20,-970,-150,65,300,525,,33.346,-117.461,0.000609639879766736,0.165372047591856
20986,1776,CA3338911748520150429,GRENADE,2015,4,29,Wildfire,9A3C913C-FE8C-4683-A8A6-BD138892C5F2,25345,MTBS,Initial,20150429,804003720140525,804003720150512,,-21,24,-970,-150,75,350,9999,Next to another contemporary fire (CA3342111750320150428),33.404,-117.514,0.000696758274702582,0.194285041083069
20987,3283,CA3342111750320150428,CARL,2015,4,28,Wildfire,15F4AE62-67D5-4DC1-8BEE-5452FA973B4E,25346,MTBS,Initial,20150428,804003720140525,804003720150512,,-25,17,-970,-150,75,375,9999,Next to another contemporary fire (CA3338911748520150429),33.431,-117.474,0.00127839063601089,0.275665082587414
20988,1212,CA3388411764320150419,HIGHWAY,2015,4,19,Wildfire,14F2A196-75F8-4ABD-9464-EF7A864A5447,24022,MTBS,Initial,20150419,804003720150410,804003720150512,,-17,-9999,-970,-150,50,450,9999,,33.907,-117.624,0.000478326876292116,0.123952075076303
20989,30421,CA3415811689620150617,LAKE,2015,6,17,Wildfire,CD251B9C-8A86-4C33-BE4B-019E071A6FAA,26090,MTBS,Initial,20150617,804003620140829,804003620160903,,27,16,-970,-150,50,292,560,,34.147,-116.762,0.0120339732204594,1.22855630997118
20990,1523,CA3426511785520150814,CABIN,2015,8,14,Wildfire,6D48E46C-1161-4477-A89D-31A04CE08CAC,25347,MTBS,Extended,20150814,804103620150401,804103620160403,804103620150823,-36,34,-970,-150,60,322,610,,34.267,-117.843,0.000603475969003224,0.121066960566295
20991,1083,CA3431411935320151226,SOLIMAR,2015,12,26,Wildfire,FE6E92F8-770E-49A0-BFFF-B2133455598B,25367,MTBS,Initial,20151226,804103620151213,804103620151229,,32,14,-970,-150,75,450,775,,34.303,-119.342,0.00045687861921987,0.122673291180505
20992,4366,CA3434011747720150717,NORTH,2015,7,17,Wildfire,DA6096B2-98B0-47F6-A263-0A121358036F,23928,MTBS,Initial,20150717,804003620150715,804003620150816,,2,-9999,-970,-150,50,230,9999,,34.372,-117.474,0.00173174242833041,0.23872319956481
20993,2415,CA3533812062720150817,CUESTA,2015,8,17,Wildfire,88FE2C76-E2C0-4749-8913-F1FA9BA28CC5,25372,MTBS,Initial,20150817,804303520150314,804203620160325,804303520150821,-21,32,-970,-150,40,269,525,,35.356,-120.612,0.000969408263763463,0.196184637860467
20994,1795,CA3537112044520150620,PARKHILL,2015,6,20,Wildfire,6703554C-7FFB-4AAB-801F-2D4EA1270464,25377,MTBS,Initial,20150620,804303520150618,804303520150704,,-25,15,-970,-150,50,300,575,,35.367,-120.424,0.000720731151151569,0.166383906208601
20995,1122,CA3591512123420150618,UNNAMED,2015,6,18,Unknown,,25353,MTBS,Initial,20150618,804303520150602,804303520150618,,28,19,-970,-150,100,9999,9999,Next to earlier burned area.,35.912,-121.236,0.000453576468295781,0.115911421034895
20996,2011,CA3592312117920150626,UNNAMED,2015,6,26,Unknown,,25359,MTBS,Initial,20150626,804303520150618,804303520150704,,-34,15,-970,-150,25,9999,9999,Next to earlier burned area,35.923,-121.169,0.000812693329002964,0.286809171726334
20997,1798,CA3595412126920150626,UNNAMED,2015,6,26,Unknown,,25357,MTBS,Initial,20150626,804303520150618,804303520150704,,-35,19,-970,-150,40,9999,9999,Next to earlier burned area,35.956,-121.271,0.000727132169859261,0.131423566806835
20998,1061,CA3597112115720150618,UNNAMED,2015,6,18,Unknown,,25354,MTBS,Initial,20150618,804303520150602,804303520150618,,26,13,-970,-150,100,9999,9999,,35.969,-121.156,0.000429367090841603,0.150272835849595
20999,3774,CA3597112126920150611,PEANUT,2015,6,11,Wildfire,D2098686-A46B-4861-9875-4F0E36F17781,25350,MTBS,Initial,20150611,804303520150602,804303520150618,,39,26,-970,-150,100,9999,9999,Next to later burned area,35.977,-121.298,0.00152659720558954,0.450341233622343
21000,7224,CA3624611854720150719,CABIN,2015,7,19,Wildfire,4CE57550-396D-4AF3-8E7D-0059C2A6F6FC,25475,MTBS,Extended,20150719,804103520150620,804103520160622,,-6,22,-970,-150,50,216,420,,36.26,-118.555,0.0029318686774141,0.395110818142805
21001,1085,CA3639412158320150919,TASSAJARA,2015,9,19,Wildfire,7C71B175-407F-4CE5-8FB2-D8E2C4B725D9,25381,MTBS,Extended,20150919,804303520150330,804303520160401,804303520151008,-50,33,-970,-150,40,261,510,,36.391,-121.589,0.000441067506202913,0.11535354306337
21002,146369,CA3687411890520150801,ROUGH,2015,7,31,Wildfire,457DB47D-80EC-4812-8C93-C37D912855B3,25422,MTBS,Extended,20150731,804203420150729,804203420160715,,-4,36,-970,-150,85,272,500,Original perim submitted by NPS/USFS but modified for MTBS mapping protocol,36.852,-118.884,0.0598381204833875,2.64481562138594
21003,1064,CA3716511951320150619,CORRINE,2015,6,19,Wildfire,229ED2E8-FCCB-423C-8845-0DD32568F0ED,25454,MTBS,Extended,20150619,804203420140726,804203420160629,,22,44,-970,-150,40,238,460,,37.179,-119.5,0.000436979336111932,0.143112988287073
21004,5990,CA3728211950220150725,WILLOW,2015,7,25,Wildfire,A6A5E399-E5D4-4033-A6A7-76F0A73A84B9,25458,MTBS,Extended,20150725,804203420150713,804203420160629,,-18,38,-970,-150,70,240,450,,37.282,-119.479,0.00246296130807633,0.317635531537238
21005,6195,CA3745411858420150206,ROUND,2015,2,6,Wildfire,0EFA3D39-E92F-4401-BF18-1254D06CB7C6,25452,MTBS,Initial,20150206,804203420130418,804203420150307,,42,13,-970,-150,90,450,9999,,37.491,-118.624,0.00255460847922512,0.456757452280862
21006,2508,CA3764612162620150819,TESLA,2015,8,19,Wildfire,DD6C1D0D-0925-4A70-AC8D-CA88C328C5E5,25385,MTBS,Initial,20150819,804403420150812,804403420150828,,-56,18,-970,-150,20,9999,9999,,37.636,-121.594,0.00103631252948837,0.201618986000251
21007,3775,CA3787811915920150815,WALKER,2015,8,15,Wildfire,A88F12A1-A647-4721-8E9E-AC6EFD97B2D5,25460,MTBS,Initial,20150815,804203420150729,804203420150830,,38,15,-970,-150,50,259,500,,37.902,-119.151,0.00156507239268108,0.266234174778021
21008,72894,CA3834312069620150909,BUTTE,2015,9,9,Wildfire,E3B7BF8C-BB32-47DF-B625-41382D4214E4,25434,MTBS,Extended,20150909,804303320150805,804303320160722,,-38,26,-970,-150,50,259,500,,38.266,-120.592,0.0303659699538635,1.20665917405242
21009,8455,CA3851412213120150722,WRAGG,2015,7,22,Wildfire,1B8A3D2B-AD6B-4D21-9017-99E46102A4C8,25402,MTBS,Initial,20150722,804403320150711,804403320150812,,33,13,-970,-150,50,313,600,,38.481,-122.069,0.00353285998107712,0.416345042069052
21010,18485,CA3859811975220150620,WASHINGTON,2015,6,19,Wildfire,67957A5E-304C-42B6-A1A6-094328FD93DB,25429,MTBS,Extended,20150619,804303320140802,804303320160722,,-1,45,-970,-150,50,211,410,,38.642,-119.699,0.00774071339286018,0.806307583646304
21011,77507,CA3884412276020150912,VALLEY,2015,9,12,Wildfire,1ECD4627-2DD5-44C6-AFD3-CD12F6C69AC5,25408,MTBS,Initial,20150912,804503320150904,804403320150929,,13,24,-970,-150,50,313,600,,38.788,-122.613,0.0325199404236302,2.05695291509967
21012,96125,CA3891212249320150729,ROCKY,2015,7,29,Wildfire,CFB03B6A-5E58-4783-BCAD-900BB5733A75,25405,MTBS,Initial,20150729,804403320140910,804503320150904,,16,17,-970,-150,50,281,540,,38.91,-122.45,0.0404032989640814,1.38815280186729
21013,2633,CA3919212088220150725,LOWELL,2015,7,25,Wildfire,A97450F7-4C7E-49A9-A036-D03AC058A08C,25384,MTBS,Extended,20150725,804403320150711,804403320160627,,-4,26,-970,-150,50,259,500,,39.212,-120.869,0.00111133058104286,0.243682452586807
21014,1137,CA3951912133920150911,LUMPKIN,2015,9,11,Wildfire,5D8D9459-40E9-4B4D-B84A-A44B20D86247,25386,MTBS,Extended,20150911,804403320150711,804403320160627,,15,18,-970,-150,50,286,550,,39.527,-121.327,0.000482290686996142,0.106988568443039
21015,2093,CA4016812363920150730,STEELHEAD,2015,7,30,Wildfire,3C75186D-20A3-432C-AC38-0341F36871F9,25376,MTBS,Initial,20150730,804603220150725,804603220150826,,4,20,-970,-150,40,249,480,Includes CA4023412364120150730 DOBBYN fire.,40.198,-123.624,0.000896275732978435,0.313355584367084
21016,11226,CA4034312338320150731,PICKETT,2015,7,30,Wildfire,B6DC3782-E6FA-4B2E-A7D3-DAA2F352797E,25362,MTBS,Extended,20150730,804503220140731,804503220160720,,-11,23,-970,-150,50,265,510,,40.362,-123.381,0.00481665886242685,0.442042401246458
21017,8560,CA4035712344220150731,GOBBLER,2015,7,30,Wildfire,B1F65040-16C0-454D-8E19-78DFB6D0DDF4,25360,MTBS,Extended,20150730,804503220140731,804503220160720,,-23,20,-970,-150,50,265,510,,40.346,-123.441,0.00367206967772704,0.349530321097517
21018,20716,CA4035812356120150806,LASSICS,2015,8,6,Wildfire,2FE1C4F8-927D-46CF-B6A1-0B603550D8F2,25364,MTBS,Extended,20150806,804503220140731,804503220160720,,-8,14,-970,-150,50,270,520,,40.316,-123.533,0.00888292715352439,0.597006039294678
21019,3002,CA4038712317320150730,BLUE,2015,7,30,Wildfire,32D026C2-A759-45B4-8457-36558886CC71,25337,MTBS,Extended,20150730,804503220150616,804503220160618,,-32,-9999,-970,-150,40,250,490,,40.392,-123.189,0.00128899502959546,0.222748315821807
21020,1935,CA4045612355620150806,BUCK,2015,8,6,Wildfire,2C881D46-C967-4173-A4C7-86B857BD77AB,25336,MTBS,Extended,20150806,804603220140706,804603220160711,,-16,-9999,-970,-150,30,292,560,,40.442,-123.556,0.000831212018050465,0.138381166044619
21021,24830,CA4046512305420150731,SHIELL,2015,7,31,Wildfire,A227FCE4-5D74-4D23-A75C-557770E353F4,25356,MTBS,Extended,20150731,804503220140731,804503220160720,,7,30,-970,-150,50,286,550,,40.469,-123.066,0.0106700084174642,0.873309556489759
21022,6320,CA4049212319820150803,PEAK,2015,7,30,Wildfire,F95D717E-B212-4488-8FB7-FB5EF103EBFD,25352,MTBS,Extended,20150730,804503220150616,804503220160618,,-43,-9999,-970,-150,40,245,480,,40.495,-123.207,0.00271714828835575,0.24415431631117
21023,3943,CA4060412308120150731,BARKER,2015,7,31,Wildfire,F01696EE-036C-40D4-AF42-B39C440AAB84,25326,MTBS,Extended,20150731,804503220150616,804503220160602,,-16,-9999,-970,-150,50,265,510,,40.628,-123.102,0.0016983650675384,0.359961674116685
21024,35444,CA4064212358620150731,ROUTE COMPLEX,2015,7,31,Wildfire,36388BE6-16C8-4DB1-8A0F-694429AC7633,25332,MTBS,Extended,20150731,804603220140706,804603220160711,,-1,-9999,-970,-150,50,270,520,,40.601,-123.541,0.0152600353226295,0.849602853127249
21025,31129,CA4068012335620150731,PATTISON,2015,7,31,Wildfire,B09ECB62-6483-4F8A-9943-99863E39FA5D,25329,MTBS,Extended,20150731,804603220140706,804603220160711,,-14,-9999,-970,-150,50,275,530,This fire part of SOUTH COMPLEX and contains MILL and CASTLE 1 fires. Could not separate burn scars for CASTLE 1 and MILL was too small to map by itself.,40.7,-123.416,0.013419221838944,1.00516013846271
21026,1922,CA4069112352420150610,SADDLE,2015,6,10,Wildfire,1166A376-514D-4391-AC77-52D9A3914510,25324,MTBS,Extended,20150610,804603220140706,804603220160711,,-1,-9999,-970,-150,50,259,500,,40.687,-123.534,0.000828845299477764,0.177192145134198
21027,78531,CA4091312343720150731,RIVER COMPLEX,2015,7,31,Wildfire,1FE0DBA3-802B-4D0A-B4F7-D0A5BBFF1D7B,25366,MTBS,Extended,20150731,804503220140731,804503220160720,,7,30,-970,-150,50,265,510,,40.914,-123.364,0.033972744064653,1.81025527444053
21028,10978,CA4093812010520150803,DODGE,2015,8,3,Wildfire,1C12212A-65A9-4139-837B-05F6136AAD75,25413,MTBS,Initial,20150803,804303220130714,804303220150821,,38,14,-970,-150,50,216,420,,40.951,-120.061,0.00475182125315654,0.601756819975332
21029,5257,CA4139912139220150731,FROG,2015,7,31,Wildfire,57079E3A-1FBB-4EB3-92C3-2EE3464FA0CE,25421,MTBS,Extended,20150731,804403120150609,804403120160611,,8,23,-970,-150,50,184,360,,41.41,-121.381,0.00229110453154535,0.344225196281188
21030,8355,CA4146912375220150801,NICKOWITZ,2015,8,1,Wildfire,B3730A9E-CD2D-43E7-AA10-66182EEE9E74,25308,MTBS,Extended,20150801,804603120140706,804603120160711,,-1,-9999,-970,-150,50,313,600,,41.448,-123.755,0.00364386080985663,0.475405543087787
21031,14254,CA4155612377620150802,PEAK,2015,8,2,Wildfire,B760AFDA-3059-4FDF-94E8-8D4F35823306,25315,MTBS,Extended,20150802,804603120140706,804603120160711,,10,-9999,-970,-150,50,302,580,,41.588,-123.788,0.00622931789003694,0.833341430221441
21032,5988,CA4176412395720150801,COON,2015,8,1,Wildfire,70F796EF-282F-465E-98DE-AF0275083103,25304,MTBS,Extended,20150801,804603120140706,804603120160625,,10,-9999,-970,-150,50,313,600,,41.759,-123.954,0.00262360506810283,0.328310881400414
21033,12166,CA4180012381520150801,BEAR,2015,7,31,Wildfire,44113AB8-BFBB-4C83-A178-76627E476477,25307,MTBS,Extended,20150731,804603120140706,804603120160711,,9,-9999,-970,-150,50,319,610,,41.839,-123.724,0.00533692645888728,0.52616565066777
21034,1368,FL2575408045320150419,GRAND LAKE,2015,4,19,Wildfire,1605896D-1342-425A-8BF9-3045E7C0EDEE,23715,MTBS,Initial,20150419,801504220140424,801504220150427,,6,-9999,-970,-150,30,300,9999,,25.75,-80.455,0.000498107717829462,0.165728116480465
21035,3313,FL2580408092220150203,SOUTH 41 15 TREATMENT,2015,2,3,Prescribed Fire,,24212,MTBS,Initial,20150203,801504220150121,801504220150206,,31,-9999,-970,-150,50,9999,9999,,25.801,-80.946,0.0012071080821123,0.539770486620368
21036,1047,FL2591308131920150217,COPELAND RX,2015,2,17,Prescribed Fire,,24839,MTBS,Initial,20150217,801604220150213,701604220150221,,-24,-9999,-970,-150,50,390,9999,,25.943,-81.321,0.000382113043679048,0.135507076149298
21037,2280,FL2600408120020150304,BATYBIRDS 2,2015,3,4,Prescribed Fire,,24829,MTBS,Initial,20150304,801604220130412,801604220150418,,-55,-9999,-970,-150,70,400,9999,,25.983,-81.186,0.000831881773499227,0.284921145449446
21038,19387,FL2607808111620150508,ELLISON,2015,5,8,Wildfire,C91CC5DA-2032-4845-9FED-B6442E589817,23716,MTBS,Initial,20150508,801504220140424,801504220150529,,-35,-9999,-970,-150,50,9999,9999,,26.024,-81.107,0.00707508401873057,0.641088074360022
21039,736,FL2611508160020150509,TRIPLE G,2015,5,9,Wildfire,E6B31703-C6E8-4BAC-B767-37041D7A3388,23705,MTBS,Initial,20150509,801604220150504,801604220150520,,-47,-9999,-970,-150,50,340,650,,26.118,-81.591,0.000269106537638852,0.0865338685938697
21040,1070,FL2619808137220150111,FLFPR FY15 RX C33,2015,1,11,Prescribed Fire,,24206,MTBS,Initial,20150111,801604220140210,801604220150128,,-26,-9999,-970,-150,30,330,9999,,26.189,-81.376,0.000391239921192145,0.239295463486798
21041,1393,FL2628608106620150624,COW BONE 2,2015,6,24,Wildfire,A0151117-775E-4869-87A7-5F381B52234E,24088,MTBS,Initial (SS),20150624,,801604220150723,,-9999,-9999,9999,9999,600,100,-9999,,26.283,-81.072,0.000509490511404841,0.136703120545106
21042,550,FL2656508173120150528,DANIEL ROAD,2015,5,28,Wildfire,734B52DA-8E6D-459E-8281-76514338990F,23707,MTBS,Initial,20150528,801604220140517,801604220150621,,-60,-9999,-970,-150,20,275,550,,26.55,-81.723,0.000201783827130655,0.0941754273663119
21043,1186,FL2678408039920150627,POWERLINE 2,2015,6,27,Wildfire,D7BE3D52-33A7-4D36-818F-9BC33F97A962,24112,MTBS,Initial,20150627,801504120140729,801504120150630,,60,-9999,-970,-150,100,9999,9999,,26.788,-80.396,0.00043575951381856,0.109245330942291
21044,557,FL2687008220320150405,QUAIL ROAD,2015,4,5,Wildfire,A7E4CD63-AF47-4E26-8C3F-5366276B209A,24099,MTBS,Initial,20150405,801604120140618,801604120150621,,-14,-9999,-970,-150,50,360,9999,,26.866,-82.187,0.000204966998794051,0.0726517906814933
21045,790,FL2688008127320150426,BOARS HAMMOCK,2015,4,26,Wildfire,B32DC42A-C327-4C80-9D39-5E1B568506CE,24100,MTBS,Initial,20150426,801604120140517,801604120150520,,12,-9999,-970,-150,50,450,610,,26.885,-81.253,0.000290518614495881,0.104455930686963
21046,999,FL2767208193520150203,FORT GREEN ROAD,2015,2,3,Wildfire,DC0AB4F3-6E0C-49E3-A34E-6E3DD602316D,23776,MTBS,Initial,20150203,801604120150128,801604120150213,,25,-9999,-970,-150,50,9999,9999,,27.66,-81.935,0.000369901448592348,0.133383582382028
21047,691,FL2841208066820150401,FLMIR FY2015 RX COMPARTMENT 9-4,2015,4,1,Prescribed Fire,,24265,MTBS,Initial,20150401,801504020150326,801604020150402,,2,-9999,-970,-150,50,9999,9999,,28.425,-80.668,0.00025787790435268,0.0685305920375908
21048,518,FL2843808066620150212,FLMIR FY2015 RX COMPARTMENT 9-3,2015,2,12,Prescribed Fire,,24231,MTBS,Initial,20150212,801604020150128,801604020150213,,8,-9999,-970,-150,50,520,9999,,28.442,-80.667,0.000193377576146132,0.0657798282132605
21049,2628,FL2862208068620150213,FLMIR FY2015 RX COMPARTMENT 4-2,2015,2,13,Prescribed Fire,,24239,MTBS,Initial,20150213,801604020150213,801504020150222,,2,0,-970,-150,50,450,9999,,28.608,-80.703,0.000981408671851944,0.291851098161489
21050,940,FL2867308070320150216,FLMIR FY2015 RX COMPARTMENT 3-2,2015,2,16,Prescribed Fire,,24240,MTBS,Initial,20150216,801604020150213,801504020150222,,1,-9999,-970,-150,40,9999,9999,,28.668,-80.699,0.000351237864636176,0.408885767372549
21051,704,FL2869308075220150721,POOL,2015,7,21,Wildfire,77877413-881E-423E-8F73-3C463440F897,23792,MTBS,Initial,20150721,801604020150707,801604020150723,,22,0,-970,-150,70,9999,9999,,28.69,-80.743,0.000263235040165307,0.157558245539217
21052,1041,FL2878608235820150505,TRAIL 12,2015,5,5,Wildfire,ACA0587E-B0CC-48CB-AD6C-A13AFA50A124,24162,MTBS,Initial,20150505,801704020150308,801704020150511,,-36,-9999,-970,-150,50,320,9999,,28.788,-82.366,0.000389640204259948,0.106447255487315
21053,1192,FL2899008175020150127,UNNAMED,2015,1,27,Prescribed Fire,,24213,MTBS,Initial,20150127,801604020140210,801604020150128,,-62,-9999,-970,-150,-10,9999,9999,,28.99,-81.764,0.000446884958099901,0.214411342973519
21054,1962,FL2902008159020150805,UNNAMED,2015,8,5,Prescribed Fire,,24331,MTBS,Initial (SS),20150805,,801604020150808,,-9999,-9999,9999,9999,500,-9999,-9999,,29.032,-81.593,0.000735706221810171,0.191918990653212
21055,928,FL2902508141820150213,UNNAMED,2015,2,13,Unknown,,26399,MTBS,Initial,20150213,801604020150128,801604020150213,,18,18,-970,-150,50,350,9999,,29.023,-81.416,0.000348089777815327,0.109798295675128
21056,925,FL2906008159020150805,UNNAMED,2015,8,5,Prescribed Fire,,24332,MTBS,Initial (SS),20150805,,801604020150808,,-9999,-9999,9999,9999,500,-9999,-9999,,29.054,-81.597,0.000347111106302818,0.0802076966498829
21057,1319,FL2912008167020150227,FARLES 20 WILDFIRE,2015,2,27,Prescribed Fire,,24251,MTBS,Initial,20150227,801604020150213,801604020150317,,29,-9999,-970,-150,80,9999,9999,,29.121,-81.672,0.000495037352488664,0.239761853702985
21058,539,FL2917608191720150213,UNNAMED,2015,2,13,Prescribed Fire,,24238,MTBS,Initial,20150213,801604020150128,801704020150220,,47,-9999,-970,-150,60,9999,9999,,29.183,-81.903,0.000202457697878189,0.102839346580323
21059,973,FL2925008175020150226,BLOCKS AB,2015,2,26,Prescribed Fire,,24249,MTBS,Initial,20150226,801604020150213,801704020150308,,13,-9999,-970,-150,100,9999,9999,,29.254,-81.75,0.0003655863790732,0.0784213024328021
21060,1484,FL2932008179220150810,BLOCKS CDFGHIJKLMN,2015,8,10,Prescribed Fire,,24334,MTBS,Initial,20150810,801604020140720,801604020150824,,-51,-9999,-970,-150,10,9999,9999,,29.323,-81.793,0.000558159912382164,0.105477918085064
21061,1114,FL2935008167020150127,UNNAMED,2015,1,27,Prescribed Fire,,24216,MTBS,Initial,20150127,801604020140210,801604020150213,,5,-9999,-970,-150,50,400,9999,,29.355,-81.678,0.000419109393120179,0.325540498687052
21062,865,FL2935208169920150214,UNNAMED,2015,2,14,Prescribed Fire,,24222,MTBS,Initial,20150214,801604020140314,801604020150317,,9,-9999,-970,-150,50,550,9999,The burn scar to the East mapped as different fire.,29.346,-81.696,0.000325438238126176,0.208545389995119
